"","PC1","PC2","PC3"
"uH",0.0341194379544758,-0.738656063580408,0.164498698171438
"urgr",0.811236953602853,-0.0148594474509343,-0.578099134371833
"max_H",0.142531097388609,-0.634997052687862,0.103848655904997
"max_rgr",0.566052431617453,0.225710344546006,0.792437395511574
