,measure,descr,param,mean,sd,25%,75%,2.50%,97.50%,Rhat,geno,trt,Pr
b[7],Rt,(geno)5,beta,0.270973264,0.252159906,0.108438076,0.438585886,-0.234519257,0.759037657,1.001302547,none,none,0.76
b[8],Rt,(trt)15:(geno)2,beta,-0.335254492,0.404785071,-0.596857612,-0.059065801,-1.172400188,0.432842246,1.000248167,none,none,0.73
b[9],Rt,(trt)20:(geno)2,beta,-0.18842576,0.32770242,-0.403744197,0.029567231,-0.835691898,0.461790805,1.000783432,none,none,0.64
b[10],Rt,(trt)25:(geno)2,beta,0.049345903,0.329257708,-0.172949325,0.269547645,-0.596362732,0.690704695,1.000477339,none,none,0.54
b[11],Rt,(trt)30:(geno)2,beta,-0.035090993,0.349847648,-0.267397892,0.197228958,-0.723645147,0.657983749,1.000319085,none,none,0.52
b[12],Rt,(trt)15:(geno)5,beta,0.186518,0.350372084,-0.041714443,0.415753104,-0.501452168,0.874890953,1.000528221,none,none,0.64
b[13],Rt,(trt)20:(geno)5,beta,0.155663664,0.339624801,-0.062618397,0.378237907,-0.536091648,0.818874911,1.001426229,none,none,0.6
b[14],Rt,(trt)25:(geno)5,beta,-0.094957422,0.370947028,-0.333588711,0.150446574,-0.845186326,0.620797446,1.000940726,none,none,0.58
b[15],Rt,(trt)30:(geno)5,beta,0.152549954,0.339899836,-0.077090004,0.377731995,-0.504799889,0.830824594,1.00072014,none,none,0.62
G_E[1],Rt,no_descr,G11[R]-G2[R],-3301.668579,11625.4952,-11042.75789,4461.14323,-26102.24342,19663.28788,1.000057033,none,none,0.57
G_E[2],Rt,no_descr,G11[R]-G5,-28771.97063,15560.1145,-39367.0066,-19046.53073,-57606.81074,3474.356142,1.000120879,none,none,0.94
G_E[3],Rt,no_descr,G2[R]-G5,-25470.30205,15891.31543,-36117.85604,-15502.50418,-55112.9409,7720.427201,0.999850968,none,none,0.88
T_E[1],Rt,no_descr,trt_effect,0.557210399,0.196031463,0.422573818,0.683150735,0.194849604,0.956516842,1.001083268,none,none,1
I_E[1],Rt,no_descr,int_effect,-0.013706393,0.234054716,-0.166851356,0.145333887,-0.488485562,0.427044902,1.001334454,none,none,0.53
Y[1],Rt,no_descr,posterior value,24599.49151,4544.286721,21416.75834,27512.88827,16336.67933,33983.52431,1.001471913,G11,10,1
Y[2],Rt,no_descr,posterior value,38247.45086,6824.423725,33639.34611,42769.64744,24849.84667,51645.01859,1.000107618,G11,15,1
Y[3],Rt,no_descr,posterior value,53576.65136,8063.684606,48209.62648,58994.36424,37348.47112,69161.8293,1.000136296,G11,20,1
Y[4],Rt,no_descr,posterior value,43252.41408,7109.722171,38459.1065,48015.52085,29312.54392,57227.45557,1.000072892,G11,25,1
Y[5],Rt,no_descr,posterior value,37977.81174,6759.260059,33485.04241,42537.7955,24925.5238,51224.01657,1.000015725,G11,Sat'd,1
Y[6],Rt,no_descr,posterior value,31512.50706,5746.827058,27581.92071,35313.09664,20700.33116,43151.85598,1.000321261,G2,10,1
Y[7],Rt,no_descr,posterior value,35732.23622,9133.721444,29550.55714,41892.98228,18085.42833,53775.74556,0.999926997,G2,15,1
Y[8],Rt,no_descr,posterior value,56878.31994,8639.687241,51244.5798,62679.12732,39538.88946,73245.1358,0.999947293,G2,20,1
Y[9],Rt,no_descr,posterior value,58023.7334,8295.717627,52653.52582,63566.80432,41153.81687,74018.59613,1.00001742,G2,25,1
Y[10],Rt,no_descr,posterior value,46898.18062,7880.064882,41642.55341,52289.03857,31402.78049,62038.23736,0.999986264,G2,Sat'd,1
Y[11],Rt,no_descr,posterior value,32255.67652,5918.870545,28208.05635,36261.13191,21069.36743,44217.39269,1.000291532,G5,10,1
Y[12],Rt,no_descr,posterior value,60299.47896,9880.290359,53862.96791,67045.70746,39885.80832,78944.22728,1.000311439,G5,15,1
Y[13],Rt,no_descr,posterior value,82348.62199,13498.19995,74020.6165,91575.85093,53490.59961,106753.659,0.999970765,G5,20,1
Y[14],Rt,no_descr,posterior value,52097.17519,10833.6206,45098.3167,59380.19328,29582.11003,72434.61981,0.999938231,G5,25,1
Y[15],Rt,no_descr,posterior value,57637.97571,8115.34253,52300.89424,63164.37199,41318.49483,73144.87804,0.999850363,G5,Sat'd,1
b[1],Rsa_la,(Intercept),beta,1.754642859,0.10150076,1.692665239,1.824505669,1.532311761,1.936133599,1.000172861,none,none,1
b[2],Rsa_la,(trt)15,beta,-0.127686291,0.150893839,-0.227335811,-0.027643576,-0.426539155,0.167695094,1.000428488,none,none,0.72
b[3],Rsa_la,(trt)20,beta,-0.309446542,0.164823064,-0.415409487,-0.199144985,-0.64426604,0.003638777,0.999977811,none,none,0.99
b[4],Rsa_la,(trt)25,beta,-0.614136605,0.186054161,-0.729722655,-0.488547723,-1.002028129,-0.267823036,1.000048489,none,none,1
b[5],Rsa_la,(trt)30,beta,-0.56372939,0.182657552,-0.680634618,-0.441371827,-0.939557408,-0.223844228,1.000301371,none,none,1
b[6],Rsa_la,(geno)2,beta,0.417372958,0.131251778,0.331158838,0.502897937,0.163608616,0.681338817,0.99999022,none,none,1
b[7],Rsa_la,(geno)5,beta,0.066287373,0.137644023,-0.024235212,0.15772082,-0.202704755,0.339923614,1.000484729,none,none,0.63
b[8],Rsa_la,(trt)15:(geno)2,beta,-0.286036052,0.273757358,-0.429975404,-0.114341747,-0.842078225,0.168375213,1.000424401,none,none,0.83
b[9],Rsa_la,(trt)20:(geno)2,beta,0.07786495,0.204241926,-0.059453792,0.213820827,-0.318062657,0.482026172,1.00002446,none,none,0.6
b[10],Rsa_la,(trt)25:(geno)2,beta,-0.02181834,0.237312438,-0.177825295,0.135517149,-0.485081459,0.452440737,0.999953877,none,none,0.52
b[11],Rsa_la,(trt)30:(geno)2,beta,-0.215875696,0.243818547,-0.373657846,-0.056626687,-0.700115166,0.262028397,1.000336173,none,none,0.73
b[12],Rsa_la,(trt)15:(geno)5,beta,0.024031826,0.208115438,-0.113679369,0.161185206,-0.385030301,0.43084291,1.00063174,none,none,0.53
b[13],Rsa_la,(trt)20:(geno)5,beta,-0.077464733,0.228667396,-0.227843378,0.07266671,-0.530542459,0.373122033,1.000255609,none,none,0.59
b[14],Rsa_la,(trt)25:(geno)5,beta,0.027271083,0.262067171,-0.145626375,0.202398216,-0.491823922,0.541373107,1.000056676,none,none,0.52
b[15],Rsa_la,(trt)30:(geno)5,beta,0.109614384,0.244460559,-0.054327848,0.271739398,-0.367478973,0.598937751,1.000225048,none,none,0.62
G_E[1],Rsa_la,no_descr,G11[R]-G2[R],-2.710324652,0.816841907,-3.252697119,-2.168244413,-4.304404144,-1.076317015,1.000023883,none,none,1
G_E[2],Rsa_la,no_descr,G11[R]-G5,0.047546255,0.759020446,-0.451881959,0.554349456,-1.443531657,1.533859129,0.999890862,none,none,0.52
G_E[3],Rsa_la,no_descr,G2[R]-G5,2.757870908,0.812078411,2.225543789,3.296054301,1.135813794,4.357451163,0.9999339,none,none,1
T_E[1],Rsa_la,no_descr,trt_effect,-0.403749707,0.121838495,-0.486403243,-0.324419811,-0.632454332,-0.152941518,1.00027197,none,none,1
I_E[1],Rsa_la,no_descr,int_effect,-0.045301572,0.143352668,-0.141031642,0.052209709,-0.333356413,0.226397943,1.000444934,none,none,0.6
Y[1],Rsa_la,no_descr,posterior value,5.810812738,0.578969516,5.433944181,6.199729542,4.628865296,6.931897592,1.000169808,G11,10,1
Y[2],Rsa_la,no_descr,posterior value,5.120832496,0.569846076,4.739648443,5.506966313,3.987649741,6.220550473,1.000151335,G11,15,1
Y[3],Rsa_la,no_descr,posterior value,4.279034655,0.549132263,3.920171587,4.650795957,3.154187165,5.337468812,0.999974256,G11,20,1
Y[4],Rsa_la,no_descr,posterior value,3.167304498,0.487492053,2.844006876,3.498408528,2.198877344,4.11180712,1.000011107,G11,25,1
Y[5],Rsa_la,no_descr,posterior value,3.328189647,0.493836039,3.00086387,3.660884041,2.355066065,4.281599153,1.000291543,G11,Sat'd,1
Y[6],Rsa_la,no_descr,posterior value,8.807906612,0.742024701,8.322855007,9.320502777,7.280992925,10.21070488,0.999970397,G2,10,1
Y[7],Rsa_la,no_descr,posterior value,5.914321639,1.023205424,5.341497208,6.581009787,3.717794749,7.6883726,1.000307567,G2,15,1
Y[8],Rsa_la,no_descr,posterior value,6.989359308,0.615463696,6.587556992,7.404845319,5.735325899,8.176926479,0.999994317,G2,20,1
Y[9],Rsa_la,no_descr,posterior value,4.680631532,0.55929872,4.310044097,5.062065112,3.557007064,5.763094317,0.999951724,G2,25,1
Y[10],Rsa_la,no_descr,posterior value,4.063074719,0.546580198,3.708516554,4.431712921,2.948560489,5.094037911,1.000251249,G2,Sat'd,1
Y[11],Rsa_la,no_descr,posterior value,6.206311859,0.590465107,5.818794063,6.609275155,5.015246339,7.336311384,1.000400242,G5,10,1
Y[12],Rsa_la,no_descr,posterior value,5.602866823,0.604461553,5.210897603,6.010608886,4.350363809,6.759266614,0.999926968,G5,15,1
Y[13],Rsa_la,no_descr,posterior value,4.2314884,0.541578323,3.876344235,4.598005731,3.143205513,5.277558794,0.99993283,G5,20,1
Y[14],Rsa_la,no_descr,posterior value,3.479979941,0.546802713,3.108972551,3.851857732,2.396354759,4.528768728,0.999857574,G5,25,1
Y[15],Rsa_la,no_descr,posterior value,3.958505619,0.522376252,3.614931672,4.311614864,2.903393165,4.953719022,0.999878934,G5,Sat'd,1
b[1],srl,(Intercept),beta,8.542834067,0.139410875,8.455511186,8.640284293,8.24047846,8.789559711,1.000567042,none,none,1
b[2],srl,(trt)15,beta,0.308301747,0.18635922,0.187141081,0.428114533,-0.055333395,0.677911924,1.000298028,none,none,0.92
b[3],srl,(trt)20,beta,0.256652076,0.187847242,0.134985965,0.382176277,-0.119820052,0.620288451,1.000260809,none,none,0.84
b[4],srl,(trt)25,beta,-0.004417183,0.203888729,-0.13539942,0.132746145,-0.42010288,0.38094929,1.000890199,none,none,0.52
b[5],srl,(trt)30,beta,0.143670538,0.190047533,0.020457442,0.26855555,-0.239527308,0.50761039,1.000397068,none,none,0.68
b[6],srl,(geno)2,beta,0.527915017,0.16969182,0.416236567,0.639521307,0.191698382,0.866920728,1.000796066,none,none,1
b[7],srl,(geno)5,beta,0.436299251,0.181921921,0.316991966,0.555242592,0.080575121,0.795635725,1.00093144,none,none,1
b[8],srl,(trt)15:(geno)2,beta,-0.37798767,0.387316795,-0.539981956,-0.143853201,-1.286534057,0.200867851,0.999951572,none,none,0.86
b[9],srl,(trt)20:(geno)2,beta,0.002967969,0.225890569,-0.147447487,0.151863388,-0.436574657,0.453622627,1.000360224,none,none,0.51
b[10],srl,(trt)25:(geno)2,beta,-0.158531245,0.255366521,-0.328858433,0.01018185,-0.653904951,0.346383278,1.000850419,none,none,0.65
b[11],srl,(trt)30:(geno)2,beta,-0.188857424,0.24433965,-0.348589849,-0.030413002,-0.663158081,0.297400974,1.000649898,none,none,0.69
b[12],srl,(trt)15:(geno)5,beta,0.102022414,0.231655279,-0.05046265,0.252277182,-0.351043836,0.568877852,1.000457812,none,none,0.62
b[13],srl,(trt)20:(geno)5,beta,-0.059039988,0.24050538,-0.22127024,0.099043984,-0.520635339,0.426118177,1.000468695,none,none,0.55
b[14],srl,(trt)25:(geno)5,beta,-0.197889566,0.274302539,-0.382125427,-0.016546978,-0.737151246,0.342800486,1.00082707,none,none,0.68
b[15],srl,(trt)30:(geno)5,beta,0.079135499,0.239688313,-0.079964734,0.236128352,-0.383977739,0.559536341,1.000588465,none,none,0.59
G_E[1],srl,no_descr,G11[R]-G2[R],-4625.534508,1226.138044,-5446.293867,-3819.006308,-7001.957789,-2209.852902,0.999967019,none,none,1
G_E[2],srl,no_descr,G11[R]-G5,-3027.68338,1232.777357,-3862.088924,-2189.105608,-5434.62837,-612.5803486,1.000119618,none,none,1
G_E[3],srl,no_descr,G2[R]-G5,1597.851128,1271.819615,758.3702831,2456.348773,-924.2580331,4070.671455,0.999841687,none,none,0.81
T_E[1],srl,no_descr,trt_effect,0.176051794,0.152045366,0.072257205,0.273326869,-0.106996247,0.490710435,1.000649763,none,none,0.82
I_E[1],srl,no_descr,int_effect,-0.099772502,0.177021178,-0.215435266,0.021204312,-0.452327125,0.240462068,1.000957741,none,none,0.65
Y[1],srl,no_descr,posterior value,5179.076196,706.941562,4700.90906,5654.937264,3791.353887,6565.340891,1.000510214,G11,10,1
Y[2],srl,no_descr,posterior value,7038.195399,871.9776833,6479.838049,7623.639402,5262.514918,8697.15443,1.000049216,G11,15,1
Y[3],srl,no_descr,posterior value,6685.797396,843.1680699,6138.378916,7259.352193,4967.749082,8290.657499,1.000167714,G11,20,1
Y[4],srl,no_descr,posterior value,5165.96044,764.4850653,4661.362707,5686.914248,3658.852167,6633.928468,1.000299649,G11,25,1
Y[5],srl,no_descr,posterior value,5975.841195,787.0273478,5444.314383,6506.929902,4400.972516,7482.395898,0.999871616,G11,Sat'd,1
Y[6],srl,no_descr,posterior value,8740.441269,861.0324865,8178.991121,9322.032345,6975.469283,10395.08322,1.000074892,G2,10,1
Y[7],srl,no_descr,posterior value,8447.976107,1959.531743,7461.789967,9752.512625,3392.62658,11564.84654,0.999943806,G2,15,1
Y[8],srl,no_descr,posterior value,11311.3319,896.3584035,10715.05028,11918.4418,9500.283787,13023.77808,0.999837351,G2,20,1
Y[9],srl,no_descr,posterior value,7437.837967,836.4820546,6897.909059,8007.083892,5728.740485,9032.352119,0.999916697,G2,25,1
Y[10],srl,no_descr,posterior value,8368.144236,948.0777961,7750.238757,9012.304036,6466.694182,10178.33307,0.999898742,G2,Sat'd,1
Y[11],srl,no_descr,posterior value,7993.78566,948.1100651,7367.874792,8651.558952,6078.337056,9772.842573,1.000377029,G5,10,1
Y[12],srl,no_descr,posterior value,11996.89498,914.4511506,11390.9923,12613.1642,10166.32054,13744.2967,0.999865892,G5,15,1
Y[13],srl,no_descr,posterior value,9713.480776,913.8032487,9111.564096,10334.73177,7874.813345,11489.91735,0.999980605,G5,20,1
Y[14],srl,no_descr,posterior value,6545.654447,893.0698016,5961.86172,7151.470128,4733.417634,8265.679051,0.999928989,G5,25,1
Y[15],srl,no_descr,posterior value,9956.74172,888.90392,9364.647886,10559.93139,8179.071689,11666.7315,0.999896545,G5,Sat'd,1
b[1],ssa,(Intercept),beta,6.045250416,0.106167075,5.979090195,6.119214261,5.818052432,6.231985622,1.000924843,none,none,1
b[2],ssa,(trt)15,beta,0.357850016,0.134078299,0.267119449,0.44498846,0.102944147,0.628831513,1.000388499,none,none,1
b[3],ssa,(trt)20,beta,0.352883942,0.132770739,0.264602879,0.438803151,0.098986994,0.620213406,1.000433938,none,none,1
b[4],ssa,(trt)25,beta,0.230807887,0.138106833,0.138763774,0.320750589,-0.034616481,0.50722734,1.00092885,none,none,0.94
b[5],ssa,(trt)30,beta,0.291085975,0.135348459,0.199266282,0.378919,0.028879578,0.561948796,1.000682859,none,none,1
b[6],ssa,(geno)2,beta,0.431222769,0.129258631,0.343773187,0.514417724,0.188849314,0.692930533,1.000645449,none,none,1
b[7],ssa,(geno)5,beta,0.376960776,0.129959842,0.289302264,0.460325775,0.130075076,0.643594849,1.000750087,none,none,1
b[8],ssa,(trt)15:(geno)2,beta,-0.251189557,0.194049087,-0.374555177,-0.12058727,-0.653604083,0.114145067,1.000502092,none,none,0.85
b[9],ssa,(trt)20:(geno)2,beta,-0.028175798,0.161227844,-0.135807037,0.078683447,-0.348520349,0.285818994,1.000304634,none,none,0.55
b[10],ssa,(trt)25:(geno)2,beta,-0.197713072,0.171696771,-0.312680909,-0.081912032,-0.537242233,0.136718355,1.000675747,none,none,0.8
b[11],ssa,(trt)30:(geno)2,beta,-0.252996433,0.173274719,-0.369273149,-0.136509799,-0.600536794,0.081638571,1.000364006,none,none,0.88
b[12],ssa,(trt)15:(geno)5,beta,-0.021193943,0.163359463,-0.12957396,0.087497924,-0.344839739,0.29517424,1.000399836,none,none,0.54
b[13],ssa,(trt)20:(geno)5,beta,-0.112485917,0.166549596,-0.22213414,-0.004883897,-0.444548887,0.217340391,1.000291914,none,none,0.67
b[14],ssa,(trt)25:(geno)5,beta,-0.172186513,0.17657465,-0.288969095,-0.052062159,-0.52286367,0.169095504,1.000893873,none,none,0.76
b[15],ssa,(trt)30:(geno)5,beta,-0.094136247,0.167345172,-0.20224299,0.0174516,-0.42917464,0.228479109,1.000592295,none,none,0.65
G_E[1],ssa,no_descr,G11[R]-G2[R],-297.6418642,69.28374372,-344.0714268,-250.7854412,-434.4777706,-162.5947013,0.999895926,none,none,1
G_E[2],ssa,no_descr,G11[R]-G5,-181.4962168,69.46378321,-228.0157858,-134.3586938,-317.9651792,-44.57993977,0.999981016,none,none,1
G_E[3],ssa,no_descr,G2[R]-G5,116.1456473,71.31606219,67.8478619,164.4299691,-23.52301353,255.6334159,0.99987328,none,none,0.92
T_E[1],ssa,no_descr,trt_effect,0.308156955,0.113222103,0.229459363,0.379279956,0.103929663,0.544449291,1.000839242,none,none,1
I_E[1],ssa,no_descr,int_effect,-0.141259685,0.127254725,-0.22214296,-0.055940195,-0.402965369,0.094095749,1.000908308,none,none,0.81
Y[1],ssa,no_descr,posterior value,424.451539,44.15227358,395.0807581,454.5074299,336.3164165,508.7646957,1.000930935,G11,10,1
Y[2],ssa,no_descr,posterior value,605.7644727,49.41382721,573.0556635,639.0688946,506.1685222,699.5987302,1.000005612,G11,15,1
Y[3],ssa,no_descr,posterior value,602.6938243,48.34618874,571.0025999,635.299719,505.2862755,693.9962237,1.00006268,G11,20,1
Y[4],ssa,no_descr,posterior value,533.8151837,47.2440529,503.2584639,565.4397974,439.0125479,624.8075367,1.000089789,G11,25,1
Y[5],ssa,no_descr,posterior value,566.7691686,47.76454162,535.5525737,599.2484068,470.4022113,657.5827266,1.00005947,G11,Sat'd,1
Y[6],ssa,no_descr,posterior value,651.5039886,48.45860426,620.0618204,684.3356236,553.2043982,743.9194612,1.000115301,G2,10,1
Y[7],ssa,no_descr,posterior value,727.7085822,82.76045038,675.2408248,784.6197751,555.9994022,880.7112689,0.9999596,G2,15,1
Y[8],ssa,no_descr,posterior value,900.3356885,50.49527881,867.2304238,934.3936882,800.3690776,997.4856783,0.999875331,G2,20,1
Y[9],ssa,no_descr,posterior value,673.2802155,48.14371203,642.2419525,705.5069134,574.6600802,765.8185177,0.999954477,G2,25,1
Y[10],ssa,no_descr,posterior value,676.9995543,52.89935274,642.2005938,711.9252772,569.4149236,778.9863963,0.999915991,G2,Sat'd,1
Y[11],ssa,no_descr,posterior value,617.2140002,47.46106862,586.4007422,649.5468921,521.8203142,707.7824755,0.999907352,G5,10,1
Y[12],ssa,no_descr,posterior value,863.1339983,50.07876244,830.4923073,897.2097181,760.682035,958.9751662,0.999889983,G5,15,1
Y[13],ssa,no_descr,posterior value,784.1900411,49.83820152,751.8221302,817.8839721,683.73206,880.9453212,0.999876116,G5,20,1
Y[14],ssa,no_descr,posterior value,654.67201,52.73942047,620.1565567,690.084455,546.4716559,756.6688513,1.00003521,G5,25,1
Y[15],ssa,no_descr,posterior value,750.9293717,48.96184688,719.220055,784.1467077,651.9916357,844.5295708,0.99986741,G5,Sat'd,1
b[1],uAnet,(Intercept),beta,2.131234089,0.092690711,2.073323152,2.195147076,1.935661754,2.298223958,1.001400149,none,none,1
b[2],uAnet,(trt)15,beta,0.445704503,0.111448814,0.369538901,0.518230385,0.235482954,0.672824901,1.000897581,none,none,1
b[3],uAnet,(trt)20,beta,0.759294349,0.103546123,0.688169318,0.826429712,0.565416511,0.9697365,1.001157603,none,none,1
b[4],uAnet,(trt)25,beta,0.719279333,0.104305557,0.647465396,0.786234038,0.526553434,0.932688514,1.001255685,none,none,1
b[5],uAnet,(trt)30,beta,0.63621593,0.106172887,0.563448913,0.704143322,0.436642956,0.856243908,1.001121604,none,none,1
b[6],uAnet,(geno)2,beta,-0.058782822,0.135655846,-0.147443301,0.030930593,-0.328269292,0.208088627,1.001062356,none,none,0.61
b[7],uAnet,(geno)5,beta,0.010193491,0.131576713,-0.075665355,0.097348767,-0.252502427,0.265634569,1.001891431,none,none,0.51
b[8],uAnet,(trt)15:(geno)2,beta,0.188715811,0.159765712,0.084551677,0.293906011,-0.131276823,0.505598823,1.000564046,none,none,0.79
b[9],uAnet,(trt)20:(geno)2,beta,0.084881745,0.149841645,-0.014804304,0.182869643,-0.207184604,0.381655834,1.000941328,none,none,0.65
b[10],uAnet,(trt)25:(geno)2,beta,0.224894995,0.150903539,0.125660815,0.324481014,-0.072220479,0.528090939,1.001055895,none,none,0.88
b[11],uAnet,(trt)30:(geno)2,beta,0.204150811,0.151989186,0.104699317,0.302480971,-0.100522106,0.504384936,1.000869359,none,none,0.83
b[12],uAnet,(trt)15:(geno)5,beta,0.042332293,0.156973166,-0.062210755,0.145404258,-0.262962443,0.35601645,1.001526309,none,none,0.58
b[13],uAnet,(trt)20:(geno)5,beta,-0.114359204,0.148719023,-0.212998615,-0.017296354,-0.403608587,0.180584924,1.001253257,none,none,0.69
b[14],uAnet,(trt)25:(geno)5,beta,0.091856907,0.146412914,-0.005034834,0.188669695,-0.196129892,0.384132321,1.001623429,none,none,0.66
b[15],uAnet,(trt)30:(geno)5,beta,0.074194767,0.149647956,-0.026179377,0.172995549,-0.215325302,0.372112964,1.001702373,none,none,0.63
G_E[1],uAnet,no_descr,G11[R]-G2[R],-0.475394902,1.168181404,-1.261525473,0.30695131,-2.757250466,1.831209616,1.000195981,none,none,0.6
G_E[2],uAnet,no_descr,G11[R]-G5,1.779194825,1.177742345,0.982708568,2.57811814,-0.535906797,4.086166782,0.999957122,none,none,0.88
G_E[3],uAnet,no_descr,G2[R]-G5,2.254589728,1.163402657,1.474360807,3.044245774,-0.043674526,4.51943169,0.999981502,none,none,0.99
T_E[1],uAnet,no_descr,trt_effect,0.640123529,0.095953573,0.573718094,0.700815172,0.467173484,0.842379949,1.001365302,none,none,1
I_E[1],uAnet,no_descr,int_effect,0.099583516,0.118915305,0.021960031,0.180354005,-0.138805016,0.326981045,1.001867283,none,none,0.7
Y[1],uAnet,no_descr,posterior value,8.461140589,0.77364916,7.951202322,8.981321893,6.928627587,9.956483613,1.001451166,G11,10,1
Y[2],uAnet,no_descr,posterior value,13.18281881,0.824455729,12.6275485,13.73827172,11.51004267,14.76683124,0.999933254,G11,15,1
Y[3],uAnet,no_descr,posterior value,18.02229079,0.835404693,17.46567443,18.59131592,16.33608422,19.62148857,0.999969356,G11,20,1
Y[4],uAnet,no_descr,posterior value,17.31740325,0.844888917,16.77142038,17.88823265,15.57092306,18.9409994,0.999949341,G11,25,1
Y[5],uAnet,no_descr,posterior value,15.93965449,0.82830046,15.3870389,16.51301937,14.29439291,17.53594551,0.999938671,G11,Sat'd,1
Y[6],uAnet,no_descr,posterior value,7.98353452,0.783987735,7.467018631,8.517626084,6.400306547,9.478137521,0.999996293,G2,10,1
Y[7],uAnet,no_descr,posterior value,15.00528157,0.826515953,14.46222275,15.56207813,13.3369322,16.59460153,0.999921482,G2,15,1
Y[8],uAnet,no_descr,posterior value,18.49768569,0.832124601,17.94589267,19.06385016,16.84083748,20.10113305,1.000056244,G2,20,1
Y[9],uAnet,no_descr,posterior value,20.43940374,0.835589373,19.88513179,20.99757377,18.78355405,22.05369233,0.999916438,G2,25,1
Y[10],uAnet,no_descr,posterior value,18.42777936,0.838565167,17.86469757,18.99826279,16.75048803,20.048599,0.99986047,G2,Sat'd,1
Y[11],uAnet,no_descr,posterior value,8.548925855,0.791772541,8.028428459,9.086557884,6.936309406,10.05585422,1.000559516,G5,10,1
Y[12],uAnet,no_descr,posterior value,13.89191275,0.839231959,13.33549757,14.45623187,12.20151719,15.48366611,0.999882877,G5,15,1
Y[13],uAnet,no_descr,posterior value,16.24309596,0.826786491,15.70097461,16.80660917,14.56886061,17.82631403,0.999972316,G5,20,1
Y[14],uAnet,no_descr,posterior value,19.17337632,0.837703703,18.62255016,19.73446443,17.51989108,20.79574266,0.999921228,G5,25,1
Y[15],uAnet,no_descr,posterior value,17.3397701,0.834015495,16.78154487,17.92292877,15.6481288,18.93371677,1.000189096,G5,Sat'd,1
b[1],ugs,(Intercept),beta,-2.781280866,0.08910021,-2.83607378,-2.719055887,-2.975395272,-2.623012024,1.000254762,none,none,1
b[2],ugs,(trt)15,beta,0.364432306,0.108740206,0.290008408,0.435261474,0.160113475,0.588170404,1.00031109,none,none,1
b[3],ugs,(trt)20,beta,0.682144865,0.099669331,0.613928233,0.744729091,0.501333893,0.89228605,1.000169231,none,none,1
b[4],ugs,(trt)25,beta,0.741101464,0.099041263,0.672873171,0.802852304,0.56010727,0.950898116,1.000241411,none,none,1
b[5],ugs,(trt)30,beta,0.697658479,0.099932002,0.629338763,0.760585559,0.51398758,0.907586591,1.00024575,none,none,1
b[6],ugs,(geno)2,beta,-0.217353618,0.13889125,-0.307911049,-0.125815188,-0.492679648,0.055958503,1.000645059,none,none,0.9
b[7],ugs,(geno)5,beta,-0.290975287,0.14370893,-0.384257125,-0.195099382,-0.577605805,-0.010961795,1.000356509,none,none,1
b[8],ugs,(trt)15:(geno)2,beta,0.146023811,0.166336945,0.036325379,0.256302988,-0.17848016,0.474202605,1.000475232,none,none,0.73
b[9],ugs,(trt)20:(geno)2,beta,0.067346168,0.154874024,-0.033430786,0.170100051,-0.243170115,0.374214054,1.000585208,none,none,0.61
b[10],ugs,(trt)25:(geno)2,beta,0.168371277,0.151884471,0.069467351,0.267618574,-0.130234557,0.467008645,1.000623446,none,none,0.78
b[11],ugs,(trt)30:(geno)2,beta,0.121333017,0.153835365,0.01844068,0.221727855,-0.183820868,0.426644481,1.000420319,none,none,0.7
b[12],ugs,(trt)15:(geno)5,beta,0.12262438,0.172951201,0.0072249,0.236325263,-0.216956662,0.462931439,1.000463933,none,none,0.68
b[13],ugs,(trt)20:(geno)5,beta,0.042772435,0.161157809,-0.06441794,0.147183306,-0.271410129,0.363244966,1.000170046,none,none,0.57
b[14],ugs,(trt)25:(geno)5,beta,0.133510613,0.158270681,0.028973204,0.236785865,-0.174062998,0.449895048,1.000194486,none,none,0.72
b[15],ugs,(trt)30:(geno)5,beta,0.126067162,0.159340183,0.020758183,0.231590282,-0.18661476,0.441214809,1.000248903,none,none,0.7
G_E[1],ugs,no_descr,G11[R]-G2[R],0.017049682,0.007937229,0.011714114,0.022347467,0.001345363,0.03286233,0.999959029,none,none,1
G_E[2],ugs,no_descr,G11[R]-G5,0.026904965,0.007832852,0.021583578,0.032195485,0.011758557,0.042176016,0.999887219,none,none,1
G_E[3],ugs,no_descr,G2[R]-G5,0.009855283,0.007919302,0.004544087,0.015232608,-0.005902756,0.025205395,0.999910605,none,none,0.81
T_E[1],ugs,no_descr,trt_effect,0.621334279,0.092436351,0.557224908,0.679366638,0.456130155,0.819891428,1.000304452,none,none,1
I_E[1],ugs,no_descr,int_effect,0.116006108,0.122368387,0.036609749,0.198020443,-0.133753139,0.349599038,1.000679455,none,none,0.72
Y[1],ugs,no_descr,posterior value,0.062202322,0.005447724,0.058655509,0.065936977,0.05102726,0.072583909,1.000260554,G11,10,1
Y[2],ugs,no_descr,posterior value,0.089376058,0.005550401,0.085697465,0.093080365,0.078308981,0.100288641,0.999958163,G11,15,1
Y[3],ugs,no_descr,posterior value,0.122690665,0.005601147,0.118949449,0.126495459,0.111518308,0.133499665,0.999907972,G11,20,1
Y[4],ugs,no_descr,posterior value,0.130125767,0.005586734,0.126394933,0.133914195,0.118958769,0.140919821,1.00014916,G11,25,1
Y[5],ugs,no_descr,posterior value,0.124602603,0.005551019,0.12097313,0.128319437,0.113546452,0.13532657,0.999889303,G11,Sat'd,1
Y[6],ugs,no_descr,posterior value,0.050138238,0.005268814,0.046719163,0.053749204,0.03964989,0.060350994,1.000212797,G2,10,1
