,measure,descr,param,mean,sd,25%,75%,2.50%,97.50%,Rhat,geno,trt,Pr
T_E[1],SLA,no_descr,trt_effect,0.255190777,0.038653083,0.229077887,0.280477798,0.182003224,0.333072995,1.000408095,none,none,1
I_E[1],SLA,no_descr,int_effect,-0.004813885,0.047811381,-0.036288897,0.027285726,-0.100441066,0.08812417,1.000306803,none,none,0.53
Y[1],SLA,no_descr,posterior value,177.5498487,6.378713087,173.2774555,181.8824672,165.0122622,189.8843106,1.000210465,G11,10,1
Y[2],SLA,no_descr,posterior value,226.6458261,6.400575487,222.4358923,230.8979283,213.9872856,239.1173672,1.000178208,G11,15,1
Y[3],SLA,no_descr,posterior value,225.3278266,6.42129373,221.0389499,229.7025884,212.6014233,237.9325105,1.000151614,G11,20,1
Y[4],SLA,no_descr,posterior value,217.7631324,6.38124462,213.4909307,222.0684726,205.1074369,230.271351,0.999886499,G11,25,1
Y[5],SLA,no_descr,posterior value,247.7428499,6.345632978,243.5862315,251.9251016,235.1679449,260.2924807,0.999983323,G11,Sat'd,1
Y[6],SLA,no_descr,posterior value,171.4796409,6.402258373,167.2435671,175.7674664,158.5867784,183.8095918,0.999904276,G2,10,1
Y[7],SLA,no_descr,posterior value,199.9690537,6.325762597,195.689963,204.2942013,187.5687092,212.3653519,0.999949321,G2,15,1
Y[8],SLA,no_descr,posterior value,205.3692738,6.306963272,201.1748511,209.6273851,192.7145381,217.561533,0.99998764,G2,20,1
Y[9],SLA,no_descr,posterior value,203.3697454,6.274323179,199.1622443,207.5858152,190.9412702,215.5307443,0.999953159,G2,25,1
Y[10],SLA,no_descr,posterior value,225.8477143,6.349829856,221.5740051,230.1546218,213.2091756,238.0894505,0.999877618,G2,Sat'd,1
Y[11],SLA,no_descr,posterior value,176.1771869,6.254630159,171.9246635,180.4505944,163.9014759,188.1760236,1.000078666,G5,10,1
Y[12],SLA,no_descr,posterior value,224.8540471,6.348334601,220.6655056,229.1259126,212.1899681,237.1514231,0.999995082,G5,15,1
Y[13],SLA,no_descr,posterior value,241.6713366,6.380734786,237.4467927,246.0317558,228.9773308,254.0191403,0.999878655,G5,20,1
Y[14],SLA,no_descr,posterior value,250.5292438,6.323745309,246.2691838,254.7524209,238.1660023,262.8052506,0.999910526,G5,25,1
Y[15],SLA,no_descr,posterior value,239.9200632,6.320835067,235.6751745,244.1995137,227.4037319,252.2784782,1.000178553,G5,Sat'd,1
b[1],LA,(Intercept),beta,4.787369695,0.18422366,4.668308776,4.915632254,4.40166133,5.120995685,1.000302957,none,none,1
b[2],LA,(trt)15,beta,0.500328541,0.241105575,0.341424047,0.661298213,0.019128222,0.970714893,1.000064487,none,none,1
b[3],LA,(trt)20,beta,1.111047499,0.210784406,0.970360384,1.249753042,0.705302359,1.533268147,1.000353438,none,none,1
b[4],LA,(trt)25,beta,1.30079598,0.203777035,1.161827054,1.431870779,0.915728715,1.715277253,1.00020011,none,none,1
b[5],LA,(trt)30,beta,0.956836449,0.219437405,0.812235984,1.097744314,0.527685501,1.401297588,1.000553803,none,none,1
b[6],LA,(geno)2,beta,0.010397208,0.25360046,-0.154347401,0.178845969,-0.509623747,0.493870777,1.000095473,none,none,0.51
b[7],LA,(geno)5,beta,0.267191464,0.247033455,0.106562827,0.430680571,-0.233344342,0.75225843,1.000063315,none,none,0.76
b[8],LA,(trt)15:(geno)2,beta,-0.108765016,0.346761635,-0.342318032,0.118318387,-0.78435951,0.581108821,1.000223954,none,none,0.57
b[9],LA,(trt)20:(geno)2,beta,-0.341434988,0.308209316,-0.549621646,-0.138694427,-0.942929579,0.264261031,1.000119329,none,none,0.78
b[10],LA,(trt)25:(geno)2,beta,-0.108532421,0.283872515,-0.300146579,0.078335232,-0.652996556,0.463826744,1.000050392,none,none,0.58
b[11],LA,(trt)30:(geno)2,beta,-0.112548376,0.313465978,-0.320795271,0.088781616,-0.729184069,0.515429045,1.000150305,none,none,0.59
b[12],LA,(trt)15:(geno)5,beta,0.154895793,0.322293605,-0.061809059,0.370110469,-0.468138956,0.786976741,1.000046461,none,none,0.63
b[13],LA,(trt)20:(geno)5,beta,-0.027071099,0.283834723,-0.215472111,0.158404728,-0.576321825,0.547194162,1.000065498,none,none,0.51
b[14],LA,(trt)25:(geno)5,beta,0.012357685,0.272545918,-0.168844558,0.189435158,-0.524298858,0.55631052,1.000001702,none,none,0.51
b[15],LA,(trt)30:(geno)5,beta,-0.058478305,0.293728399,-0.253677626,0.134576455,-0.628434593,0.525162698,1.000177046,none,none,0.54
G_E[1],LA,no_descr,G11[R]-G2[R],102.4034131,54.29210907,66.70418677,138.5776136,-5.357719095,209.31492,0.999910445,none,none,0.98
G_E[2],LA,no_descr,G11[R]-G5,-98.49125433,57.60811646,-136.7646802,-60.48271261,-211.5909287,15.08578726,0.999898776,none,none,0.93
G_E[3],LA,no_descr,G2[R]-G5,-200.8946675,55.64002799,-237.9717137,-163.922349,-310.2482655,-91.4828521,0.999827712,none,none,1
T_E[1],LA,no_descr,trt_effect,0.967252117,0.189265079,0.835431674,1.089210144,0.617610489,1.357092842,1.000365403,none,none,1
I_E[1],LA,no_descr,int_effect,-0.073697091,0.223683977,-0.220776098,0.075232247,-0.519824989,0.361229851,1.000191983,none,none,0.59
Y[1],LA,no_descr,posterior value,122.0027923,22.06773336,106.5174452,136.4055255,81.58629789,167.5020661,1.000219885,G11,10,1
Y[2],LA,no_descr,posterior value,200.5695998,32.18444804,178.9457269,222.1019898,135.9376299,263.4668579,1.000028997,G11,15,1
Y[3],LA,no_descr,posterior value,366.7825057,40.65945282,340.8551366,393.8094198,284.3443314,444.8051105,0.999949692,G11,20,1
Y[4],LA,no_descr,posterior value,442.5116703,40.56906545,416.2372137,469.9737037,359.5284657,520.7026785,0.999845288,G11,25,1
Y[5],LA,no_descr,posterior value,314.8908776,39.1819814,289.0315765,341.6571864,235.557726,390.2435827,1.000219846,G11,Sat'd,1
Y[6],LA,no_descr,posterior value,123.4839081,23.17101301,107.6501335,138.8867116,78.50855556,169.9763195,0.999958593,G2,10,1
Y[7],LA,no_descr,posterior value,182.1831348,31.43596411,161.3525004,203.0817748,119.6497771,243.4765299,1.000056249,G2,15,1
Y[8],LA,no_descr,posterior value,264.3790926,36.63407892,240.5439681,289.1193746,190.7089122,333.1760261,0.999809375,G2,20,1
Y[9],LA,no_descr,posterior value,401.3982015,39.30131889,375.7573661,427.9304355,322.1688896,476.4711158,0.999828633,G2,25,1
Y[10],LA,no_descr,posterior value,284.6617078,37.93380161,260.1499901,310.2197051,207.4381357,356.7792891,1.000242689,G2,Sat'd,1
Y[11],LA,no_descr,posterior value,159.3560864,28.30688372,140.2828673,178.4833585,103.91181,214.9345063,0.999915623,G5,10,1
Y[12],LA,no_descr,posterior value,304.6407597,40.68827667,278.0748488,332.3408733,222.5433416,381.2096502,1.000074816,G5,15,1
Y[13],LA,no_descr,posterior value,465.27376,41.63567087,438.2207135,492.8419477,380.9218358,545.6612616,0.999860258,G5,20,1
Y[14],LA,no_descr,posterior value,584.2674924,42.22994986,556.8473517,612.6577187,499.0107549,666.1245842,0.999852375,G5,25,1
Y[15],LA,no_descr,posterior value,386.8827616,38.9588501,361.2907622,413.4972759,308.1500188,460.2015269,0.999928055,G5,Sat'd,1
b[1],Rl,(Intercept),beta,8.885248275,0.183359317,8.76721913,9.01112438,8.497056858,9.216639809,0.999936464,none,none,1
b[2],Rl,(trt)15,beta,0.42107074,0.246859092,0.261186341,0.585224711,-0.073969553,0.895135764,1.000100844,none,none,0.92
b[3],Rl,(trt)20,beta,0.815448518,0.224950431,0.667129222,0.963974782,0.373778332,1.264096999,1.000024861,none,none,1
b[4],Rl,(trt)25,beta,0.509885437,0.236747819,0.354149632,0.667193462,0.043894479,0.981339101,1.000230234,none,none,1
b[5],Rl,(trt)30,beta,0.358679173,0.243810055,0.198657103,0.517153279,-0.120505649,0.843731296,0.999930563,none,none,0.88
b[6],Rl,(geno)2,beta,0.452759296,0.240001937,0.296248142,0.610231095,-0.019752102,0.920637462,0.999958346,none,none,0.98
b[7],Rl,(geno)5,beta,0.426144309,0.239493718,0.270243441,0.582476481,-0.056696122,0.892590122,0.999907177,none,none,0.94
b[8],Rl,(trt)15:(geno)2,beta,-0.286056306,0.38661938,-0.530493837,-0.033077651,-1.082921891,0.446236979,1.000252218,none,none,0.71
b[9],Rl,(trt)20:(geno)2,beta,-0.20649651,0.299318585,-0.405890749,-0.010502171,-0.787770991,0.387182504,0.999972971,none,none,0.67
b[10],Rl,(trt)25:(geno)2,beta,-0.012788283,0.310771104,-0.220748593,0.19127471,-0.613822058,0.60742013,1.000251129,none,none,0.5
b[11],Rl,(trt)30:(geno)2,beta,-0.201379979,0.330811752,-0.42093588,0.018408525,-0.851768325,0.453470601,0.999993156,none,none,0.65
b[12],Rl,(trt)15:(geno)5,beta,0.306871975,0.315488471,0.098672668,0.507654859,-0.299884106,0.953754731,0.999994114,none,none,0.76
b[13],Rl,(trt)20:(geno)5,beta,0.21868581,0.289662626,0.023407558,0.404616143,-0.340792729,0.805374574,0.999925146,none,none,0.7
b[14],Rl,(trt)25:(geno)5,beta,-0.04184512,0.320325092,-0.253500727,0.171938527,-0.681758126,0.590119023,1.000159433,none,none,0.54
b[15],Rl,(trt)30:(geno)5,beta,0.132829762,0.315407652,-0.081607254,0.342402913,-0.467723018,0.759319006,0.999949393,none,none,0.62
G_E[1],Rl,no_descr,G11[R]-G2[R],-4545.782718,3254.758218,-6736.118332,-2383.121586,-10894.3582,1949.453334,0.999896662,none,none,0.85
G_E[2],Rl,no_descr,G11[R]-G5,-14774.22192,3659.354687,-17242.9301,-12379.76601,-21847.46535,-7353.722742,0.999902078,none,none,1
G_E[3],Rl,no_descr,G2[R]-G5,-10228.43921,3809.350646,-12765.60481,-7750.929193,-17589.3958,-2549.928872,0.999946051,none,none,1
T_E[1],Rl,no_descr,trt_effect,0.526270967,0.191572876,0.393354743,0.65004856,0.174466668,0.929092068,1.000071816,none,none,1
I_E[1],Rl,no_descr,int_effect,-0.011272331,0.22420305,-0.159136527,0.138698348,-0.465310489,0.427237769,1.000130931,none,none,0.52
Y[1],Rl,no_descr,posterior value,7344.494082,1315.803814,6420.293615,8193.728968,4900.325245,10063.19325,1.000095734,G11,10,1
Y[2],Rl,no_descr,posterior value,11182.70103,1932.050128,9902.601942,12475.26548,7377.420872,14932.78915,1.000139635,G11,15,1
Y[3],Rl,no_descr,posterior value,16485.47032,2231.092423,15028.37244,17987.37757,11999.86968,20778.15706,0.999926129,G11,20,1
Y[4],Rl,no_descr,posterior value,12183.00874,1898.486606,10924.93569,13438.58805,8405.058093,15930.3358,1.000246745,G11,25,1
Y[5],Rl,no_descr,posterior value,10500.72411,1791.912658,9294.007288,11708.37005,6972.333639,14008.07,0.999866919,G11,Sat'd,1
Y[6],Rl,no_descr,posterior value,11520.26381,1875.259743,10270.67225,12776.03465,7844.859051,15185.66586,0.999936847,G2,10,1
Y[7],Rl,no_descr,posterior value,13418.05525,3123.476502,11412.46358,15562.75667,6770.779605,19222.51239,0.9999612,G2,15,1
Y[8],Rl,no_descr,posterior value,21031.25303,2408.727872,19460.43574,22673.93416,16151.87988,25578.41639,0.999952049,G2,20,1
Y[9],Rl,no_descr,posterior value,18821.19127,2283.765909,17326.13875,20381.28642,14215.72515,23157.33194,0.999979927,G2,25,1
Y[10],Rl,no_descr,posterior value,13476.31894,2150.690741,12048.90087,14918.67955,9157.451615,17648.50079,0.999875031,G2,Sat'd,1
Y[11],Rl,no_descr,posterior value,11218.40226,1830.868486,9968.352238,12455.86463,7637.140157,14775.01357,0.999932575,G5,10,1
Y[12],Rl,no_descr,posterior value,23070.3203,2673.221642,21354.36335,24885.74614,17530.49907,28060.43746,0.999855051,G5,15,1
Y[13],Rl,no_descr,posterior value,31259.69224,2947.080812,29353.50516,33277.24168,25202.60876,36823.03513,0.999843966,G5,20,1
Y[14],Rl,no_descr,posterior value,17869.89506,2624.761789,16202.10802,19648.82612,12433.32808,22776.36158,1.000130526,G5,25,1
Y[15],Rl,no_descr,posterior value,18226.30415,2225.257522,16766.06431,19721.24966,13820.37883,22467.89029,0.999830015,G5,Sat'd,1
b[1],Rsa,(Intercept),beta,6.344394049,0.176967491,6.232515458,6.469934552,5.973435008,6.661084063,1.001790609,none,none,1
b[2],Rsa,(trt)15,beta,0.472760302,0.231433163,0.323108365,0.625996599,0.015463236,0.92366942,1.001140523,none,none,1
b[3],Rsa,(trt)20,beta,0.945242451,0.205386963,0.806699313,1.078434958,0.553122105,1.359385556,1.001439264,none,none,1
b[4],Rsa,(trt)25,beta,0.78063486,0.213312269,0.639112874,0.918580244,0.372585251,1.21229529,1.001377233,none,none,1
b[5],Rsa,(trt)30,beta,0.502480104,0.229335707,0.351843896,0.653763407,0.052667591,0.954166995,1.001579159,none,none,1
b[6],Rsa,(geno)2,beta,0.387521309,0.236581769,0.233025473,0.543491173,-0.090165046,0.842967894,1.001985983,none,none,0.9
b[7],Rsa,(geno)5,beta,0.369065276,0.225982175,0.224537235,0.518655325,-0.089043739,0.814814473,1.001125977,none,none,0.9
b[8],Rsa,(trt)15:(geno)2,beta,-0.252392828,0.347897608,-0.473810505,-0.026615695,-0.955670109,0.419637616,1.001144721,none,none,0.69
b[9],Rsa,(trt)20:(geno)2,beta,-0.2468776,0.279462707,-0.436888736,-0.061185852,-0.778610655,0.310276172,1.00157663,none,none,0.72
b[10],Rsa,(trt)25:(geno)2,beta,-0.065528161,0.28237493,-0.254679702,0.115504546,-0.607150029,0.501403274,1.001506793,none,none,0.55
b[11],Rsa,(trt)30:(geno)2,beta,-0.308559612,0.318072121,-0.516755122,-0.099235335,-0.929898868,0.325019591,1.001251265,none,none,0.74
b[12],Rsa,(trt)15:(geno)5,beta,0.226622996,0.292728738,0.032771582,0.414585904,-0.338034307,0.820727512,1.000803045,none,none,0.71
b[13],Rsa,(trt)20:(geno)5,beta,0.219651645,0.258414676,0.046341822,0.387558122,-0.284655548,0.734909934,1.000927536,none,none,0.72
b[14],Rsa,(trt)25:(geno)5,beta,0.033011392,0.275877809,-0.152587916,0.211534859,-0.504379788,0.588737699,1.000760722,none,none,0.54
b[15],Rsa,(trt)30:(geno)5,beta,0.0106458,0.292525863,-0.182040315,0.201092958,-0.551363859,0.60057994,1.000894306,none,none,0.52
G_E[1],Rsa,no_descr,G11[R]-G2[R],-220.7541251,230.1207837,-376.5693153,-66.06904801,-667.871295,235.5252433,0.999853515,none,none,0.74
G_E[2],Rsa,no_descr,G11[R]-G5,-1172.284751,248.2828698,-1339.16679,-1005.555314,-1660.637029,-689.2720278,0.999930801,none,none,1
G_E[3],Rsa,no_descr,G2[R]-G5,-951.5306259,251.8014945,-1122.212977,-782.5184523,-1445.686355,-453.7925552,0.999968081,none,none,1
T_E[1],Rsa,no_descr,trt_effect,0.675279429,0.184276567,0.548336611,0.791090878,0.336044557,1.06063651,1.001957271,none,none,1
I_E[1],Rsa,no_descr,int_effect,-0.047928296,0.212864699,-0.188749766,0.093263305,-0.473982684,0.3637552,1.001946175,none,none,0.57
Y[1],Rsa,no_descr,posterior value,578.0793757,99.76635561,509.034329,645.4414825,392.8528081,781.3975625,1.001589893,G11,10,1
Y[2],Rsa,no_descr,posterior value,924.8230685,142.5378153,830.007064,1020.66149,641.4921105,1202.21129,0.999899909,G11,15,1
Y[3],Rsa,no_descr,posterior value,1474.074433,161.2446738,1369.57255,1584.713315,1147.70753,1780.326596,0.999922766,G11,20,1
Y[4],Rsa,no_descr,posterior value,1252.499355,154.395597,1151.824928,1357.26329,941.6107188,1546.425121,0.999992039,G11,25,1
Y[5],Rsa,no_descr,posterior value,951.9714849,141.8857404,856.9525926,1048.295402,667.3427653,1222.302111,1.000270241,G11,Sat'd,1
Y[6],Rsa,no_descr,posterior value,850.20257,136.4257906,760.4407915,942.2761053,580.4842777,1114.348942,1.000571785,G2,10,1
Y[7],Rsa,no_descr,posterior value,1066.943364,204.2297031,936.1889136,1205.530165,638.615207,1444.812211,1.00005263,G2,15,1
Y[8],Rsa,no_descr,posterior value,1694.828558,168.151752,1584.470351,1808.937964,1349.367711,2012.941846,0.999988681,G2,20,1
Y[9],Rsa,no_descr,posterior value,1722.811743,165.0361667,1614.216701,1834.41834,1391.815416,2038.674941,0.9998411,G2,25,1
Y[10],Rsa,no_descr,posterior value,1031.072673,158.4733378,928.8240971,1138.475961,711.3125233,1332.470119,0.999900582,G2,Sat'd,1
Y[11],Rsa,no_descr,posterior value,833.8028502,129.4487865,747.1433054,919.9550664,580.1131193,1085.623245,0.999909086,G5,10,1
Y[12],Rsa,no_descr,posterior value,1667.057483,179.3658267,1551.690698,1787.991419,1304.646237,2013.357615,0.999938447,G5,15,1
Y[13],Rsa,no_descr,posterior value,2646.359184,189.1071421,2520.223844,2774.862066,2266.003515,3008.813206,0.99987993,G5,20,1
Y[14],Rsa,no_descr,posterior value,1867.641655,189.7935711,1745.006967,1997.600073,1477.711547,2227.572856,0.999831468,G5,25,1
Y[15],Rsa,no_descr,posterior value,1384.550538,156.2520785,1280.751103,1489.869333,1066.806263,1685.954463,0.99990994,G5,Sat'd,1
b[1],Rd,(Intercept),beta,-1.228565151,0.046350056,-1.25831406,-1.197101571,-1.325332413,-1.142408705,1.000218117,none,none,1
b[2],Rd,(trt)15,beta,-0.071312071,0.06787879,-0.115795628,-0.026671063,-0.206063791,0.061930316,0.999931497,none,none,0.77
b[3],Rd,(trt)20,beta,0.009028482,0.065331028,-0.03456016,0.052456533,-0.119680441,0.136518236,1.000079466,none,none,0.53
b[4],Rd,(trt)25,beta,0.177292908,0.065465974,0.133788341,0.220765013,0.047944506,0.303255118,1.000275884,none,none,1
b[5],Rd,(trt)30,beta,0.069679263,0.065350498,0.02513691,0.113029342,-0.058082564,0.196803895,1.000662159,none,none,0.77
b[6],Rd,(geno)2,beta,-0.176560695,0.071042571,-0.223393644,-0.129328962,-0.318139135,-0.038532349,1.000164251,none,none,1
b[7],Rd,(geno)5,beta,-0.175578793,0.071350654,-0.223639085,-0.127651717,-0.318210168,-0.036963075,1.000132856,none,none,1
b[8],Rd,(trt)15:(geno)2,beta,0.023427727,0.106167621,-0.04565615,0.093865287,-0.189616672,0.232659224,0.99992185,none,none,0.55
b[9],Rd,(trt)20:(geno)2,beta,0.045039383,0.100147062,-0.021380545,0.110309301,-0.152208257,0.242949065,1.000116796,none,none,0.61
b[10],Rd,(trt)25:(geno)2,beta,0.031400052,0.095334584,-0.032207092,0.095322195,-0.155363271,0.219205674,1.000003855,none,none,0.59
b[11],Rd,(trt)30:(geno)2,beta,-0.032557597,0.100292252,-0.101250304,0.034810687,-0.227044837,0.16283563,1.000516567,none,none,0.58
b[12],Rd,(trt)15:(geno)5,beta,0.007007237,0.103534398,-0.06255624,0.077302688,-0.198208218,0.20862011,0.999832044,none,none,0.51
b[13],Rd,(trt)20:(geno)5,beta,0.04556997,0.099549459,-0.02049992,0.111026431,-0.149376578,0.242421804,0.999946996,none,none,0.62
b[14],Rd,(trt)25:(geno)5,beta,0.126670894,0.095128676,0.063062976,0.189119918,-0.061877247,0.317873036,1.000424233,none,none,0.84
b[15],Rd,(trt)30:(geno)5,beta,-0.070518272,0.102416445,-0.139099391,-0.001692484,-0.272477698,0.129763036,1.000433296,none,none,0.68
G_E[1],Rd,no_descr,G11[R]-G2[R],0.036366296,0.018939695,0.023702953,0.048917182,-0.001242287,0.073534512,1.000051091,none,none,0.98
G_E[2],Rd,no_descr,G11[R]-G5,0.035971912,0.018936815,0.023191129,0.048767838,-0.001268427,0.073454223,0.999875902,none,none,0.98
G_E[3],Rd,no_descr,G2[R]-G5,-0.000394384,0.018710858,-0.012842883,0.012128383,-0.037396092,0.036000923,1.000015237,none,none,0.51
T_E[1],Rd,no_descr,trt_effect,0.046172146,0.052002392,0.011433053,0.080059525,-0.052216744,0.15096682,1.000198702,none,none,0.74
I_E[1],Rd,no_descr,int_effect,0.022004924,0.067031772,-0.022679798,0.066626262,-0.11280054,0.153182962,1.000082985,none,none,0.58
Y[1],Rd,no_descr,posterior value,0.293025729,0.013517923,0.284132653,0.302068468,0.265714617,0.319049599,1.000208254,G11,10,1
Y[2],Rd,no_descr,posterior value,0.27290248,0.013529117,0.264009249,0.282138971,0.245589558,0.299414276,1.000105959,G11,15,1
Y[3],Rd,no_descr,posterior value,0.295673252,0.013414315,0.287040231,0.304726991,0.268189344,0.321611127,0.999972396,G11,20,1
Y[4],Rd,no_descr,posterior value,0.349862285,0.01602566,0.339255751,0.360769505,0.31774931,0.380519858,1.000413204,G11,25,1
Y[5],Rd,no_descr,posterior value,0.314165709,0.014367189,0.30460531,0.323962914,0.285308605,0.342029203,1.000284048,G11,Sat'd,1
Y[6],Rd,no_descr,posterior value,0.245704155,0.013388305,0.236950058,0.254662736,0.21857582,0.271277228,1.00022557,G2,10,1
Y[7],Rd,no_descr,posterior value,0.234313542,0.014423049,0.224800252,0.243933226,0.20579163,0.262255504,0.999943379,G2,15,1
Y[8],Rd,no_descr,posterior value,0.259306956,0.013250775,0.250535758,0.268240459,0.232683438,0.284907782,0.999940744,G2,20,1
Y[9],Rd,no_descr,posterior value,0.302569009,0.013417445,0.293636887,0.311565322,0.276041176,0.3288109,0.999882644,G2,25,1
Y[10],Rd,no_descr,posterior value,0.254970846,0.013430126,0.24619058,0.264096355,0.227975734,0.280737505,1.00002418,G2,Sat'd,1
Y[11],Rd,no_descr,posterior value,0.245942442,0.013361635,0.237324039,0.254844176,0.219066612,0.271845155,0.999910695,G5,10,1
Y[12],Rd,no_descr,posterior value,0.230675523,0.013404655,0.221908685,0.239780428,0.203475382,0.25660336,0.999861318,G5,15,1
Y[13],Rd,no_descr,posterior value,0.25970134,0.013317577,0.250800349,0.268797447,0.233061168,0.285297621,0.999916292,G5,20,1
Y[14],Rd,no_descr,posterior value,0.333122909,0.01439469,0.323523134,0.342741665,0.304717222,0.361536796,1.000070206,G5,25,1
Y[15],Rd,no_descr,posterior value,0.24574001,0.013408041,0.236901938,0.254977647,0.218890158,0.271081557,0.999992655,G5,Sat'd,1
b[1],Rv,(Intercept),beta,1.369524576,0.17130134,1.262216408,1.490248236,1.003146302,1.675867597,0.999827543,none,none,1
b[2],Rv,(trt)15,beta,0.464770296,0.221633356,0.319727434,0.612393013,0.023459082,0.899764611,0.999842795,none,none,1
b[3],Rv,(trt)20,beta,0.984312686,0.19777255,0.850353491,1.111200639,0.611884452,1.388736019,0.999827152,none,none,1
b[4],Rv,(trt)25,beta,1.020912375,0.196190033,0.888835736,1.148151024,0.65205277,1.428304114,0.99988931,none,none,1
b[5],Rv,(trt)30,beta,0.620598631,0.214892364,0.481265025,0.759457255,0.195685296,1.044856695,0.999866587,none,none,1
b[6],Rv,(geno)2,beta,0.277393642,0.226567013,0.129187023,0.4259999,-0.171076061,0.714513873,0.99993674,none,none,0.81
b[7],Rv,(geno)5,beta,0.257136449,0.228337283,0.111159555,0.406732657,-0.189812236,0.703632676,1.000087294,none,none,0.79
b[8],Rv,(trt)15:(geno)2,beta,-0.221933506,0.316898119,-0.432987366,-0.011754388,-0.853125635,0.398651383,0.999896504,none,none,0.68
b[9],Rv,(trt)20:(geno)2,beta,-0.236490826,0.266071921,-0.414375748,-0.061450064,-0.767830707,0.292382819,0.999878262,none,none,0.72
b[10],Rv,(trt)25:(geno)2,beta,-0.124754144,0.260950559,-0.29833123,0.048078502,-0.638627106,0.389592001,0.999954351,none,none,0.62
b[11],Rv,(trt)30:(geno)2,beta,-0.411220302,0.308097119,-0.616030838,-0.207503696,-1.018688093,0.198085543,1.000023285,none,none,0.84
b[12],Rv,(trt)15:(geno)5,beta,0.162366698,0.295787874,-0.034889926,0.356185555,-0.413055323,0.748100239,1.000150562,none,none,0.64
b[13],Rv,(trt)20:(geno)5,beta,0.110519387,0.26042896,-0.062372156,0.284286014,-0.402552088,0.617854016,1.000066282,none,none,0.61
b[14],Rv,(trt)25:(geno)5,beta,0.107197601,0.259009036,-0.063929992,0.276983153,-0.400297228,0.62444774,1.000013663,none,none,0.61
b[15],Rv,(trt)30:(geno)5,beta,-0.119527833,0.286344905,-0.309315169,0.066686557,-0.679890842,0.45868598,1.000020466,none,none,0.6
G_E[1],Rv,no_descr,G11[R]-G2[R],-0.435485556,1.510620597,-1.434899186,0.579531898,-3.410145515,2.510640907,0.999860262,none,none,0.58
G_E[2],Rv,no_descr,G11[R]-G5,-4.659880997,1.532564338,-5.685722253,-3.629370441,-7.677219268,-1.66939143,0.999841285,none,none,1
G_E[3],Rv,no_descr,G2[R]-G5,-4.22439544,1.541813494,-5.263931922,-3.185133028,-7.290036776,-1.183213644,0.999922277,none,none,1
T_E[1],Rv,no_descr,trt_effect,0.772648497,0.177657088,0.649186801,0.885987283,0.452640267,1.145852076,0.999817865,none,none,1
I_E[1],Rv,no_descr,int_effect,-0.091730366,0.207489195,-0.227550837,0.051334054,-0.51047691,0.30196235,0.99993125,none,none,0.63
Y[1],Rv,no_descr,posterior value,3.99028626,0.665825229,3.533243925,4.438197101,2.726847832,5.343429079,0.999829743,G11,10,1
Y[2],Rv,no_descr,posterior value,6.328221242,0.909445116,5.714397764,6.956351937,4.537412241,8.079804469,0.999847874,G11,15,1
Y[3],Rv,no_descr,posterior value,10.58325999,1.089449269,9.854873259,11.32567099,8.405650273,12.6816875,0.999984788,G11,20,1
Y[4],Rv,no_descr,posterior value,10.96995428,1.052614585,10.28315621,11.68431102,8.832823044,12.96853781,0.99997792,G11,25,1
Y[5],Rv,no_descr,posterior value,7.386821709,0.999768467,6.734480807,8.060468644,5.376471543,9.299012775,1.000026608,G11,Sat'd,1
Y[6],Rv,no_descr,posterior value,5.259920629,0.838903834,4.694323705,5.812806205,3.610220863,6.917273494,1.000077139,G2,10,1
Y[7],Rv,no_descr,posterior value,6.709846682,1.0795508,6.008554867,7.439526617,4.51210681,8.739620316,0.999925294,G2,15,1
Y[8],Rv,no_descr,posterior value,11.01874555,1.072357961,10.32518859,11.75046167,8.884286353,13.08278382,0.99986814,G2,20,1
Y[9],Rv,no_descr,posterior value,12.76452653,1.072622612,12.05445095,13.48685593,10.59726878,14.81549998,0.999947283,G2,25,1
Y[10],Rv,no_descr,posterior value,6.484837835,1.022176597,5.823095028,7.179050691,4.417936266,8.425149129,0.99987083,G2,Sat'd,1
Y[11],Rv,no_descr,posterior value,5.154901107,0.825069494,4.600253245,5.71250365,3.548227215,6.787942175,1.000226682,G5,10,1
Y[12],Rv,no_descr,posterior value,9.594020565,1.141327796,8.854685676,10.36926998,7.294763009,11.77659935,0.999957262,G5,15,1
Y[13],Rv,no_descr,posterior value,15.24314099,1.099740694,14.52257074,15.98810536,13.01220803,17.38682592,1.000080419,G5,20,1
Y[14],Rv,no_descr,posterior value,15.76380149,1.199527006,14.99001973,16.57162333,13.33401487,18.08716007,0.99990565,G5,25,1
Y[15],Rv,no_descr,posterior value,8.456954595,1.002334306,7.805775393,9.13602038,6.426509673,10.39019325,0.999987276,G5,Sat'd,1
b[1],Rt,(Intercept),beta,10.09304256,0.18867286,9.971928994,10.22240984,9.701168124,10.43363111,1.001393675,none,none,1
b[2],Rt,(trt)15,beta,0.442126322,0.253628282,0.274456985,0.611163364,-0.067305186,0.930085858,1.000183697,none,none,0.93
b[3],Rt,(trt)20,beta,0.784004085,0.23653656,0.627990152,0.940961592,0.317110356,1.250642002,1.001195958,none,none,1
b[4],Rt,(trt)25,beta,0.567668117,0.242112192,0.411871444,0.728163864,0.087713837,1.032388962,1.00071388,none,none,1
b[5],Rt,(trt)30,beta,0.435043071,0.252080514,0.268263592,0.601047375,-0.062345252,0.918089067,1.000857414,none,none,0.94
b[6],Rt,(geno)2,beta,0.247851948,0.251687553,0.080632327,0.416804858,-0.261781526,0.736652016,1.000697517,none,none,0.74
